kausi,pvm,klo,k1,k2,v1,v2,koti_joukkue,vieras_joukkue,koti_e1_hp1_pelaaja,koti_e1_hp2_pelaaja,koti_e1_hp3_pelaaja,koti_e1_hp4_pelaaja,koti_e2_hp1_pelaaja,koti_e2_hp2_pelaaja,koti_e2_hp3_pelaaja,koti_e2_hp4_pelaaja,vieras_e1_hp1_pelaaja,vieras_e1_hp2_pelaaja,vieras_e1_hp3_pelaaja,vieras_e1_hp4_pelaaja,vieras_e2_hp1_pelaaja,vieras_e2_hp2_pelaaja,vieras_e2_hp3_pelaaja,vieras_e2_hp4_pelaaja,koti_e1_1,koti_e1_2,koti_e1_3,koti_e1_4,koti_e1_5,koti_e1_6,koti_e1_7,koti_e1_8,koti_e1_9,koti_e1_10,koti_e1_11,koti_e1_12,koti_e1_13,koti_e1_14,koti_e1_15,koti_e1_16,vieras_e1_1,vieras_e1_2,vieras_e1_3,vieras_e1_4,vieras_e1_5,vieras_e1_6,vieras_e1_7,vieras_e1_8,vieras_e1_9,vieras_e1_10,vieras_e1_11,vieras_e1_12,vieras_e1_13,vieras_e1_14,vieras_e1_15,vieras_e1_16,koti_e2_1,koti_e2_2,koti_e2_3,koti_e2_4,koti_e2_5,koti_e2_6,koti_e2_7,koti_e2_8,koti_e2_9,koti_e2_10,koti_e2_11,koti_e2_12,koti_e2_13,koti_e2_14,koti_e2_15,koti_e2_16,vieras_e2_1,vieras_e2_2,vieras_e2_3,vieras_e2_4,vieras_e2_5,vieras_e2_6,vieras_e2_7,vieras_e2_8,vieras_e2_9,vieras_e2_10,vieras_e2_11,vieras_e2_12,vieras_e2_13,vieras_e2_14,vieras_e2_15,vieras_e2_16,tyyppi,Pelisarja Id,ksanktio,vsanktio,Kenttä nro.
2000,2000-02-29,NULL,5,14,9,12,ITKK99,TPNMP,Mikko Kuokka,Jussi Ahonen,Ville Latva,Juha Väänänen,Mikko Kuokka,Jussi Ahonen,Ville Latva,Juha Väänänen,Saku Ruottinen,Pasi Rautiainen,Mikko Ollila,Jakub Pavelek,Saku Ruottinen,Pasi Rautiainen,Mikko Ollila,Jakub Pavelek,2,3,2,4,2,2,2,4,0,3,5,1,2,0,2,1,4,3,1,3,3,3,1,1,0,1,3,3,1,3,0,2,2,3,1,2,2,2,3,5,4,h,0,2,h,3,2,1,1,1,3,5,1,1,1,6,2,3,1,2,2,1,1,1,4,2,NULL,NULL,
2000,2000-03-02,NULL,19,43,12,29,TPNMP,ITKK99,Saku Ruottinen,Pasi Rautiainen,Mikko Ollila,Jakub Pavelek,Saku Ruottinen,Pasi Rautiainen,Jaakko Akkanen,Jakub Pavelek,Mikko Kuokka,Jussi Ahonen,Ville Latva,Juha Väänänen,Mikko Kuokka,Jussi Ahonen,Ville Latva,Juha Väänänen,3,4,1,2,2,1,1,3,2,1,2,1,1,0,2,2,4,2,1,3,2,3,3,3,1,2,1,2,1,1,0,1,1,3,1,2,−1,−1,1,1,1,0,0,2,1,−1,2,1,2,4,3,4,1,4,1,h,1,0,h,1,2,1,1,1,4,2,NULL,NULL,
2000,2000-03-13,NULL,28,12,24,21,KCK,ITKK99,Ossi Hämäläinen,Sanna Venäläinen,Janne Pulli,Miika Kuusinen,Ossi Hämäläinen,Sanna Venäläinen,Janne Pulli,Miika Kuusinen,Mikko Kuokka,Jussi Ahonen,Ville Latva,Mikko Kuusio,Mikko Kuokka,Jussi Ahonen,Ville Latva,Juha Väänänen,2,3,2,3,0,1,2,3,2,1,2,0,2,2,1,2,2,2,2,2,2,2,4,1,4,1,1,2,2,0,h,h,2,2,4,1,2,3,3,h,3,1,2,3,3,2,3,h,2,2,2,2,2,3,1,3,3,3,1,1,1,1,1,1,2,4,NULL,NULL,
2000,2000-03-14,NULL,37,20,10,22,TPNMP,SMS,Mika Alitalo,Velipekka Pussinen,Markku Harmaala,Mikko Ollila,Mika Alitalo,Velipekka Pussinen,Markku Harmaala,Jaakko Akkanen,Reni Waegelein,Tero Turtiainen,Jarkko Sonninen,Pekka Riiali,Reni Waegelein,Tero Turtiainen,Jarkko Sonninen,Pekka Riiali,0,2,1,3,2,2,1,4,1,2,1,1,0,0,2,h,3,3,1,2,6,1,2,4,2,4,1,2,0,0,1,0,1,1,4,5,1,3,1,4,2,2,0,2,1,h,0,0,3,4,−1,4,2,2,6,h,2,3,−1,−1,1,h,1,h,3,3,NULL,NULL,
2000,2000-03-15,NULL,14,32,27,24,ITKK99,KCK,Mikko Kuokka,Ville Latva,Juha Väänänen,Jussi Ahonen,Mikko Kuokka,Ville Latva,Juha Väänänen,Jussi Ahonen,Ossi Hämäläinen,Pasi Sirén,Janne Pulli,Miika Kuusinen,Ossi Hämäläinen,Pasi Sirén,Janne Pulli,Miika Kuusinen,4,4,2,1,1,2,4,3,1,1,2,3,0,0,3,1,0,3,2,2,3,3,2,1,0,3,1,2,3,2,1,0,5,3,3,3,2,h,−2,1,1,2,1,2,h,1,−2,−2,3,3,4,1,1,2,2,1,2,2,h,h,2,h,2,2,2,4,NULL,NULL,
2000,2000-03-16,NULL,11,23,5,5,KCK,ITKK99,Ossi Hämäläinen,Pasi Sirén,Janne Pulli,Miika Kuusinen,Ossi Hämäläinen,Pasi Sirén,Janne Pulli,Miika Kuusinen,Mikko Kuokka,Ville Latva,Anssi Jääskeläinen,Jussi Ahonen,Mikko Kuokka,Ville Latva,Anssi Jääskeläinen,Jussi Ahonen,2,1,4,1,2,3,0,1,1,5,1,4,4,2,0,2,3,3,5,3,3,2,2,2,0,1,1,3,3,1,0,3,2,5,2,3,3,4,1,3,2,2,h,h,0,3,h,1,4,4,3,3,3,2,1,2,h,2,2,2,1,2,2,h,2,4,NULL,NULL,
2001,2000-11-28,18:00:00,51,26,29,37,LMTVO,SMS,Juha Varis,Jari Nousiainen,Aki Penttinen,Jani Niemeläinen,Juha Varis,Mikko Peipponen,Aki Penttinen,Jani Niemeläinen,Jarkko Sonninen,Timo Mustonen,Tero Turtiainen,Pekka Riiali,Tero Turtiainen,Tomi Lapinlampi,Tuomas Puranen,Pekka Riiali,4,1,3,0,−2,−2,−1,−1,0,3,1,0,−2,1,2,1,1,1,−1,−1,2,3,2,2,2,1,2,2,0,1,2,2,1,2,3,4,1,h,2,1,h,3,h,2,h,1,4,2,2,3,3,1,1,3,−1,3,1,1,0,0,−1,−1,3,−1,1,NULL,0,0,
2001,2000-11-28,18:30:00,23,30,30,22,KCK,TPNMP,Sanna Venäläinen,Ossi Hämäläinen,Mikko Huhtanen,Janne Pulli,Sanna Venäläinen,Ossi Hämäläinen,Mikko Huhtanen,Janne Pulli,Saku Ruottinen,Jarkko Taiviola,Velipekka Pussinen,Jaakko Akkanen,Saku Ruottinen,Jarkko Taiviola,Velipekka Pussinen,Jaakko Akkanen,3,4,3,4,2,1,2,1,2,h,h,2,h,1,1,3,1,1,1,3,1,2,4,3,3,2,1,h,−1,−1,h,2,3,2,−1,3,3,2,2,1,1,h,−1,1,3,2,1,2,3,3,5,1,h,1,2,1,1,2,2,3,h,2,h,1,1,NULL,0,0,
2001,2000-11-28,19:00:00,26,29,58,28,PKMM,LSD,Jukka Pesonen,Joni Kämäräinen,Ilmari Laakkonen,Marko Parviainen,Jukka Pesonen,Joni Kämäräinen,Ilmari Laakkonen,Marko Parviainen,Riku Kemppainen,Teemu Hiltunen,Mikko Drocan,Pekka Saarelainen,Teemu Hiltunen,Timo Heikka,Kari Ojanen,Mikko Drocan,3,3,1,−1,3,h,2,2,2,1,−1,3,3,2,h,1,3,1,2,1,h,2,1,h,h,h,2,h,h,1,1,h,2,3,3,3,2,1,1,1,h,h,2,0,1,0,1,4,2,h,h,3,5,3,1,1,1,4,h,1,0,1,1,1,1,NULL,0,0,
2001,2000-11-30,18:00:00,28,35,41,54,ITKK99,LSD,Mikko Kuokka,Ville Latva,Juha Väänänen,Anssi Jääskeläinen,Mikko Kuokka,Mikko Kuusio,Keijo Karjalainen,Jussi Ahonen,Riku Kemppainen,Pekka Saarelainen,Jussi Kuikka,Kari Ojanen,Riku Kemppainen,Pekka Saarelainen,Jussi Kuikka,Mikko Drocan,3,2,4,2,1,0,−1,2,2,h,1,2,2,0,2,−1,4,2,1,1,1,0,1,−1,3,2,−1,−1,4,1,1,−1,1,2,2,2,0,0,4,2,3,1,1,2,0,1,1,h,0,0,1,1,1,0,1,−1,1,2,0,0,4,1,1,−1,1,NULL,0,0,
2001,2000-11-30,18:30:00,62,63,36,37,OlPo,PKMM,Tommi Falck,Sampo Kokkonen,Marko Vuoti,Jukka Karinen,Tommi Falck,Sampo Kokkonen,Marko Kinnunen,Jukka Karinen,Jukka Pesonen,Joni Kämäräinen,Ilmari Laakkonen,Marko Parviainen,Jukka Pesonen,Joni Kämäräinen,Ilmari Laakkonen,Pekka Jäppinen,−1,2,1,3,h,2,0,1,−1,1,h,1,h,1,1,1,2,2,2,1,2,3,h,3,2,h,3,h,1,h,1,h,h,1,1,h,2,h,2,1,2,1,h,1,h,h,1,2,1,1,3,1,1,1,1,2,2,2,h,1,3,h,h,2,1,NULL,0,0,
2001,2000-12-05,17:30:00,36,37,49,34,PKMM,LMTVO,Jukka Pesonen,Joni Kämäräinen,Marko Parviainen,Ilmari Laakkonen,Jukka Pesonen,Joni Kämäräinen,Marko Parviainen,Ilmari Laakkonen,Juha Varis,Jani Niemeläinen,Jukka Härkönen,Mikko Peipponen,Juha Varis,Jari Nousiainen,Aki Penttinen,Jani Niemeläinen,2,2,2,2,2,1,h,2,3,3,1,h,2,h,h,1,3,5,1,h,2,1,h,2,3,1,2,2,h,h,h,h,1,3,1,1,h,1,2,1,3,4,0,1,2,h,1,h,4,2,1,2,h,2,3,2,2,1,h,1,2,1,1,0,1,NULL,0,0,
2001,2000-12-05,18:30:00,40,34,32,37,SMS,KCK,Jarkko Sonninen,Timo Mustonen,Tomi Lapinlampi,Tero Turtiainen,Jarkko Sonninen,Tuomas Puranen,Tomi Lapinlampi,Tero Turtiainen,Ossi Hämäläinen,Jani Manninen,Janne Pulli,Miika Kuusinen,Ossi Hämäläinen,Ilkka Uuhiniemi,Janne Pulli,Miika Kuusinen,1,1,2,1,2,−1,4,2,1,2,h,h,−1,1,1,1,2,2,2,2,3,4,2,0,1,2,1,0,h,1,0,1,−1,2,h,1,3,2,5,3,−1,2,2,1,0,0,0,0,3,3,1,2,1,1,0,2,1,0,1,2,0,0,1,1,1,NULL,0,0,
2001,2000-12-05,19:00:00,44,41,53,66,TPNMP,OlPo,Saku Ruottinen,Mikko Ollila,Jarkko Taiviola,Tero Lintunen,Saku Ruottinen,Mikko Ollila,Jarkko Taiviola,Tero Lintunen,Marko Vuoti,Sampo Kokkonen,Toni Österberg,Marko Kinnunen,Marko Vuoti,Sampo Kokkonen,Toni Österberg,Marko Kinnunen,2,1,5,1,1,2,1,1,2,0,−1,−1,h,1,2,h,2,0,1,0,h,3,−1,1,0,0,5,1,h,h,−1,1,3,3,−1,−1,2,2,−2,−2,2,3,2,−1,h,1,2,−2,3,2,−1,1,−1,−1,−1,−1,h,h,−1,1,−1,−1,3,1,1,NULL,0,0,
2001,2000-12-07,18:00:00,49,52,28,31,OlPo,ITKK99,Marko Vuoti,Sami Hämäläinen,Jukka Karinen,Tommi Falck,Tommi Falck,Sami Hämäläinen,Jukka Karinen,Sampo Kokkonen,Mikko Kuokka,Ville Latva,Keijo Karjalainen,Anssi Jääskeläinen,Ville Latva,Mikko Kuusio,Jussi Ahonen,Juha Väänänen,1,0,1,2,3,−1,h,1,0,1,h,5,−1,−1,1,1,2,1,1,3,1,0,2,2,2,3,2,1,0,1,h,3,0,1,4,h,−1,−1,1,h,2,1,h,2,3,1,1,1,2,4,2,1,2,h,1,1,1,2,1,0,2,1,0,3,1,NULL,0,0,
2001,2000-12-07,18:30:00,29,41,48,22,TPNMP,LSD,Saku Ruottinen,Jarkko Taiviola,Tero Lintunen,Mika Alitalo,Saku Ruottinen,Jarkko Taiviola,Tero Lintunen,Mikko Ollila,Teemu Hiltunen,Timo Heikka,Kari Ojanen,Mikko Drocan,Teemu Hiltunen,Riku Kemppainen,Kari Ojanen,Timo Heikka,2,2,4,1,2,h,2,1,3,2,0,0,1,4,h,h,2,1,3,1,−1,−1,h,1,2,0,h,2,3,−1,1,1,1,2,2,−1,1,2,2,3,1,1,−1,1,1,1,2,0,2,1,5,2,2,1,2,1,1,2,3,3,1,h,0,3,1,NULL,0,0,
2001,2001-01-16,18:00:00,20,13,25,18,ITKK99,LMTVO,Mikko Kuokka,Ville Latva,Anssi Jääskeläinen,Jussi Ahonen,Mikko Kuokka,Mikko Kuusio,Anssi Jääskeläinen,Ville Latva,Mikko Peipponen,Jani Niemeläinen,Aki Penttinen,Juha Varis,Mikko Peipponen,Jani Niemeläinen,Aki Penttinen,Juha Varis,4,4,2,2,2,1,2,2,2,1,1,1,3,1,1,h,2,3,1,3,1,3,3,2,1,h,4,h,2,1,1,h,4,2,3,3,2,4,2,h,1,3,h,3,3,h,2,h,1,2,2,4,3,0,2,5,2,1,4,2,1,1,−1,−1,1,NULL,0,0,
2001,2001-01-16,18:30:00,32,24,39,17,OlPo,TPNMP,Joonas Grönlund,Sami Hämäläinen,Marko Vuoti,Sampo Kokkonen,Joonas Grönlund,Sami Hämäläinen,Marko Vuoti,Sampo Kokkonen,Saku Ruottinen,Tero Lintunen,Markku Harmaala,Jaakko Akkanen,Saku Ruottinen,Jarkko Taiviola,Mikko Ollila,Mika Alitalo,1,1,3,4,2,2,4,1,1,1,1,2,h,1,h,h,4,1,3,3,−3,−3,3,−1,1,1,3,2,−3,−3,−1,−1,1,2,3,2,4,1,3,−1,h,1,2,2,3,h,3,−1,5,5,2,1,2,2,2,1,h,3,3,h,h,1,h,1,1,NULL,0,0,
2001,2001-01-18,18:00:00,14,32,31,43,SMS,LSD,Reni Waegelein,Marko Parikka,Tero Turtiainen,Jarkko Sonninen,Reni Waegelein,Marko Parikka,Tero Turtiainen,Jarkko Sonninen,Kari Ojanen,Timo Heikka,Mikko Drocan,Sami Mannelin,Riku Kemppainen,Kari Ojanen,Timo Heikka,Teemu Hiltunen,1,2,4,2,3,1,2,2,2,0,1,1,2,2,3,2,3,3,2,h,1,1,2,1,3,3,2,h,h,1,2,h,1,2,h,4,1,1,2,4,1,2,3,h,1,1,1,h,1,1,4,1,h,4,2,h,1,h,1,0,2,2,h,1,1,NULL,0,0,
2001,2001-01-18,18:30:00,26,8,20,24,PKMM,KCK,Jukka Pesonen,Marko Parviainen,Ilmari Laakkonen,Pekka Jäppinen,Jukka Pesonen,Marko Parviainen,Ilmari Laakkonen,Pekka Jäppinen,Sanna Venäläinen,Ossi Hämäläinen,Janne Pulli,Miika Kuusinen,Sanna Venäläinen,Ossi Hämäläinen,Janne Pulli,Miika Kuusinen,2,4,2,3,2,4,3,2,h,2,1,0,h,1,h,h,2,4,2,7,−1,1,1,1,h,1,2,3,3,−1,1,h,3,2,3,1,5,4,4,2,1,3,1,2,1,0,1,h,1,2,1,0,3,2,3,4,0,2,2,1,h,h,2,2,1,NULL,0,0,
2001,2001-01-20,10:00:00,19,30,23,45,LSD,OlPo,Riku Kemppainen,Pekka Saarelainen,Jussi Kuikka,Teemu Hiltunen,Riku Kemppainen,Mikko Drocan,Jussi Kuikka,Teemu Hiltunen,Jukka Karinen,Joonas Grönlund,Sampo Kokkonen,Marko Vuoti,Joonas Grönlund,Jukka Karinen,Marko Vuoti,Sampo Kokkonen,1,3,2,−1,1,4,3,2,2,3,−1,−1,2,1,2,1,2,0,3,1,1,1,1,4,2,1,2,2,2,2,1,3,2,2,2,h,2,3,3,1,1,5,2,h,2,2,h,h,2,−1,1,4,0,0,5,1,3,−1,−1,−1,1,2,h,2,1,NULL,0,0,
2001,2001-01-20,10:00:00,19,20,23,12,TPNMP,ITKK99,Saku Ruottinen,Tero Lintunen,Mika Alitalo,Jaakko Akkanen,Saku Ruottinen,Mikko Ollila,Mika Alitalo,Jaakko Akkanen,Jussi Ahonen,Mikko Kuokka,Keijo Karjalainen,Ville Latva,Mikko Kuokka,Mikko Kuusio,Anssi Jääskeläinen,Juha Väänänen,3,0,3,2,2,2,2,1,3,3,h,1,1,4,1,1,4,3,2,0,1,−1,2,6,2,1,1,1,−1,2,1,1,3,4,3,2,2,h,2,5,2,h,1,1,1,1,h,2,2,5,h,4,3,2,3,4,h,3,1,2,2,2,0,0,1,NULL,0,0,
2001,2001-01-20,10:30:00,17,28,22,26,LMTVO,KCK,Jari Nousiainen,Jani Niemeläinen,Aki Penttinen,Juha Varis,Jari Nousiainen,Jani Niemeläinen,Aki Penttinen,Juha Varis,Sanna Venäläinen,Ossi Hämäläinen,Mikko Huhtanen,Janne Pulli,Sanna Venäläinen,Ossi Hämäläinen,Mikko Huhtanen,Janne Pulli,2,1,3,1,1,h,2,3,2,3,2,2,2,2,2,2,2,1,3,1,3,6,h,3,1,0,h,2,0,1,3,2,3,1,2,3,4,2,h,2,3,h,1,0,2,1,1,2,3,4,3,3,1,1,1,2,1,2,h,1,1,0,1,3,1,NULL,0,0,
2001,2001-01-20,10:30:00,18,16,10,32,SMS,PKMM,Tero Turtiainen,Jarkko Sonninen,Pasi Rahikainen,Pekka Riiali,Reni Waegelein,Tero Turtiainen,Pasi Rahikainen,Pekka Riiali,Jukka Pesonen,Joni Kämäräinen,Marko Parviainen,Ilmari Laakkonen,Jukka Pesonen,Joni Kämäräinen,Marko Parviainen,Ilmari Laakkonen,h,3,1,0,2,2,4,5,3,h,2,2,1,h,3,h,2,2,2,1,6,2,3,1,3,0,3,2,1,1,2,2,1,2,3,3,1,0,2,1,3,2,3,3,0,1,3,2,1,2,1,2,1,3,3,3,1,h,h,h,2,1,2,1,1,NULL,0,0,
2001,2001-01-20,11:00:00,18,25,35,41,LMTVO,LSD,Jari Nousiainen,Jani Niemeläinen,Aki Penttinen,Juha Varis,Jari Nousiainen,Jani Niemeläinen,Aki Penttinen,Juha Varis,Riku Kemppainen,Pekka Saarelainen,Jussi Kuikka,Sami Mannelin,Riku Kemppainen,Pekka Saarelainen,Mikko Drocan,Sami Mannelin,3,3,2,2,3,1,1,1,3,1,2,0,1,2,0,5,2,2,3,h,3,2,h,1,−1,−1,1,4,1,1,3,1,2,2,2,1,3,4,1,1,2,0,1,1,4,2,h,1,1,4,1,3,2,1,1,1,2,1,1,1,1,0,0,0,1,NULL,0,0,
2001,2001-01-20,11:00:00,23,8,29,30,ITKK99,SMS,Mikko Kuokka,Ville Latva,Juha Väänänen,Keijo Karjalainen,Mikko Kuokka,Mikko Kuusio,Anssi Jääskeläinen,Jussi Ahonen,Timo Mustonen,Marko Parikka,Tuomas Puranen,Tomi Lapinlampi,Timo Mustonen,Marko Parikka,Tuomas Puranen,Tomi Lapinlampi,0,4,h,1,1,2,3,3,3,1,3,1,h,2,h,1,2,1,5,4,1,3,1,2,1,2,−1,−1,h,h,h,2,3,3,2,2,5,2,5,3,1,1,2,h,1,2,h,2,1,4,1,5,h,1,h,1,3,2,1,0,3,h,3,1,1,NULL,0,0,
2001,2001-01-20,11:30:00,36,29,22,18,LSD,KCK,Riku Kemppainen,Pekka Saarelainen,Mikko Drocan,Sami Mannelin,Riku Kemppainen,Pekka Saarelainen,Mikko Drocan,Sami Mannelin,Sanna Venäläinen,Janne Pulli,Mikko Huhtanen,Miika Kuusinen,Sanna Venäläinen,Ossi Hämäläinen,Janne Pulli,Miika Kuusinen,0,2,3,3,2,2,2,−2,2,1,2,1,2,h,−2,−2,1,1,2,3,1,1,3,4,2,0,2,3,h,2,3,h,1,3,1,1,5,1,1,1,1,4,0,1,3,2,h,h,4,1,1,2,2,5,3,3,1,1,h,3,0,2,1,h,1,NULL,0,0,
2001,2001-01-20,11:30:00,29,23,2,11,ITKK99,PKMM,Mikko Kuokka,Keijo Karjalainen,Juha Väänänen,Jussi Ahonen,Mikko Kuokka,Mikko Kuusio,Anssi Jääskeläinen,Ville Latva,Jukka Pesonen,Marko Parviainen,Ilmari Laakkonen,Pekka Jäppinen,Jukka Pesonen,Marko Parviainen,Ilmari Laakkonen,Pekka Jäppinen,4,2,h,2,h,1,2,h,2,3,3,1,2,2,h,h,4,5,2,1,3,2,3,1,4,3,2,1,3,1,h,1,4,3,1,5,2,3,1,5,0,2,2,h,h,h,1,0,3,2,4,4,1,4,1,2,h,1,1,2,3,1,2,1,1,NULL,0,0,
2001,2001-01-20,12:00:00,39,27,20,20,OlPo,LMTVO,Sannamari Jokinen,Sami Hämäläinen,Jukka Karinen,Marko Vuoti,Jukka Karinen,Sami Hämäläinen,Sannamari Jokinen,Marko Vuoti,Jari Nousiainen,Matti Lahti,Jani Niemeläinen,Aki Penttinen,Jari Nousiainen,Matti Lahti,Jani Niemeläinen,Aki Penttinen,0,3,3,1,1,3,3,1,0,2,h,1,2,2,1,1,3,h,1,0,1,4,1,3,3,2,2,1,2,3,3,0,2,2,2,2,5,2,2,1,0,1,1,h,1,0,2,2,1,3,0,4,4,5,2,2,3,1,1,1,h,3,h,1,1,NULL,0,0,
2001,2001-01-20,12:00:00,27,32,26,16,TPNMP,SMS,Saku Ruottinen,Jarkko Taiviola,Mikko Ollila,Tero Lintunen,Saku Ruottinen,Jarkko Taiviola,Tero Lintunen,Jaakko Akkanen,Reni Waegelein,Tero Turtiainen,Pasi Rahikainen,Pekka Riiali,Reni Waegelein,Tero Turtiainen,Tomi Lapinlampi,Pekka Riiali,3,2,4,−2,3,h,5,3,1,1,−2,−2,h,h,2,2,3,1,2,8,1,−1,1,2,2,1,1,2,−1,1,−1,−1,3,2,3,1,2,2,h,2,0,1,3,2,1,1,1,1,2,1,6,2,2,4,0,0,0,1,2,2,2,1,4,1,1,NULL,0,0,
2001,2001-01-20,12:30:00,43,32,34,30,KCK,OlPo,Sanna Venäläinen,Ossi Hämäläinen,Mikko Huhtanen,Janne Pulli,Sanna Venäläinen,Ossi Hämäläinen,Mikko Huhtanen,Janne Pulli,Jukka Karinen,Sami Hämäläinen,Sannamari Jokinen,Marko Vuoti,Jukka Karinen,Sami Hämäläinen,Sannamari Jokinen,Marko Vuoti,2,3,1,2,1,2,h,1,4,h,h,h,3,0,2,h,2,2,2,1,0,2,1,h,2,2,h,h,4,3,1,h,5,1,2,2,4,2,1,1,0,1,3,h,−1,−1,0,2,3,1,4,1,−1,1,1,0,3,h,1,3,2,−1,2,3,1,NULL,0,0,
2001,2001-01-20,12:30:00,37,22,36,30,PKMM,TPNMP,Jukka Pesonen,Marko Parviainen,Ilmari Laakkonen,Petri Heinilä,Jukka Pesonen,Marko Parviainen,Ilmari Laakkonen,Petri Heinilä,Saku Ruottinen,Jarkko Taiviola,Mikko Ollila,Tero Lintunen,Saku Ruottinen,Jarkko Taiviola,Tero Lintunen,Jaakko Akkanen,2,3,−1,2,4,2,1,1,2,0,2,−1,4,1,−1,−1,2,3,3,2,1,1,4,3,1,h,1,0,h,h,1,h,3,3,4,2,2,2,2,0,h,1,4,h,1,1,1,1,1,2,2,1,h,1,2,3,2,3,0,0,2,1,3,h,1,NULL,0,0,
2001,2001-01-23,18:00:00,13,19,25,20,LMTVO,TPNMP,Juha Varis,Jani Niemeläinen,Jari Nousiainen,Aki Penttinen,Juha Varis,Jani Niemeläinen,Jari Nousiainen,Aki Penttinen,Saku Ruottinen,Jarkko Taiviola,Mikko Ollila,Tero Lintunen,Saku Ruottinen,Jarkko Taiviola,Mikko Ollila,Tero Lintunen,4,5,2,3,1,2,0,2,1,2,h,1,2,3,2,1,4,3,1,2,2,3,3,1,3,h,1,h,h,1,2,2,3,h,3,1,3,0,1,4,2,2,3,1,1,2,2,1,3,3,3,3,6,4,1,2,−1,−1,h,h,1,h,1,1,1,NULL,0,0,
2001,2001-01-23,18:30:00,28,30,10,29,SMS,OlPo,Reni Waegelein,Tero Turtiainen,Timo Mustonen,Pekka Riiali,Reni Waegelein,Tero Turtiainen,Jarkko Sonninen,Pekka Riiali,Jukka Karinen,Sami Hämäläinen,Marko Vuoti,Sampo Kokkonen,Jukka Karinen,Sami Hämäläinen,Marko Vuoti,Sampo Kokkonen,2,3,5,3,3,2,h,h,2,h,0,2,h,h,1,2,2,1,1,4,4,3,2,1,1,2,2,3,2,2,1,3,2,2,5,h,1,2,2,1,2,2,2,2,1,1,h,1,3,1,1,2,4,3,−2,2,0,2,3,2,h,2,−2,−2,1,NULL,0,0,
2001,2001-01-23,19:00:00,18,9,14,8,KCK,PKMM,Ossi Hämäläinen,Janne Pulli,Mikko Huhtanen,Miika Kuusinen,Ossi Hämäläinen,Janne Pulli,Mikko Huhtanen,Miika Kuusinen,Jukka Pesonen,Jari Porras,Jouni Ikonen,Ilmari Laakkonen,Jukka Pesonen,Jari Porras,Jouni Ikonen,Ilmari Laakkonen,5,3,3,3,2,1,5,2,h,1,2,2,h,1,1,h,1,6,3,1,3,3,5,1,3,2,1,1,h,1,1,h,2,3,2,3,0,2,4,3,2,2,3,2,2,1,1,1,4,2,2,1,3,3,2,4,h,h,0,2,4,1,2,1,1,NULL,0,0,
2001,2001-01-25,18:00:00,17,28,23,12,KCK,ITKK99,Ossi Hämäläinen,Jani Manninen,Janne Pulli,Miika Kuusinen,Ossi Hämäläinen,Jani Manninen,Janne Pulli,Miika Kuusinen,Mikko Kuokka,Ville Latva,Anssi Jääskeläinen,Juha Väänänen,Jussi Ahonen,Mikko Kuokka,Anssi Jääskeläinen,Mikko Kuusio,2,h,5,2,1,2,4,4,3,1,1,0,1,2,1,2,3,1,3,3,1,3,3,4,1,1,h,h,0,0,1,3,h,5,2,3,1,2,1,2,3,2,3,1,h,h,1,2,6,5,2,2,2,4,1,3,2,1,1,2,1,1,h,h,1,NULL,0,0,
2001,2001-01-25,18:30:00,15,13,26,18,LSD,PKMM,Riku Kemppainen,Teemu Hiltunen,Pekka Saarelainen,Kari Ojanen,Riku Kemppainen,Teemu Hiltunen,Pekka Saarelainen,Kari Ojanen,Joni Kämäräinen,Jari Porras,Jouni Ikonen,Asko Rouvinen,Joni Kämäräinen,Jari Porras,Jouni Ikonen,Asko Rouvinen,1,1,3,3,3,3,3,3,2,1,2,4,1,0,1,h,2,3,1,3,2,2,1,1,h,2,3,4,1,h,2,0,2,3,4,1,4,h,3,2,3,1,2,2,h,h,2,2,2,3,3,2,3,2,1,4,3,2,1,1,h,h,h,2,1,NULL,0,0,
2001,2001-01-30,17:30:00,8,6,16,8,ITKK99,TPNMP,Mikko Kuokka,Anssi Jääskeläinen,Keijo Karjalainen,Jussi Ahonen,Mikko Kuokka,Ville Latva,Anssi Jääskeläinen,Jussi Ahonen,Saku Ruottinen,Jarkko Taiviola,Mikko Ollila,Tero Lintunen,Saku Ruottinen,Mikko Ollila,Tero Lintunen,Jaakko Akkanen,3,4,3,h,1,5,3,3,2,0,2,3,1,1,1,2,1,4,1,h,1,4,3,2,5,h,1,2,2,1,2,1,2,2,3,1,−1,−1,3,3,3,3,3,2,5,1,2,2,1,3,4,4,2,1,6,1,3,2,1,1,1,1,1,2,1,NULL,0,0,
2001,2001-01-30,18:00:00,21,4,30,14,OlPo,LSD,Sami Hämäläinen,Jari Mälkki,Sannamari Jokinen,Marko Vuoti,Sami Hämäläinen,Joonas Grönlund,Marko Vuoti,Sampo Kokkonen,Teemu Hiltunen,Timo Heikka,Mikko Drocan,Kari Ojanen,Teemu Hiltunen,Timo Heikka,Mikko Drocan,Kari Ojanen,5,3,1,3,−2,−2,4,1,3,2,h,2,1,−2,h,3,2,3,4,2,h,2,h,5,1,1,−1,−1,h,2,2,h,1,4,1,2,2,h,h,2,6,h,2,3,5,3,4,1,4,3,3,2,2,1,3,1,3,h,4,1,1,h,2,2,1,NULL,0,0,
